Player,Role,Amount,Team,Year,Player Origin,year,first_initial,surname,name,runs,balls_faced,wickets,balls_bowled,runs_conceded,economy,initials,performance,expected_performance,value_residual,z
Mohammad Shami,Bowler,42500000,Delhi Daredevils,2014.0,Indian,2014,M,shami,Mohammed Shami,3.0,8.0,7.0,281.0,369.0,7.8790035587188605,Mohammed,-0.6576029109891868,0.4960720829395404,-1.1536749939287272,-0.9559573241721073
Mohammad Shami,Bowler,30000000,Delhi Daredevils,2018.0,Indian,2018,M,shami,Mohammed Shami,7.0,6.0,3.0,85.0,144.0,10.164705882352942,Mohammed,-1.490219818895263,0.3797667013843409,-1.8699865202796038,-1.5495068538122776
Mohammad Shami,Bowler,48000000,Kings XI Punjab,2019.0,Indian,2019,M,shami,Mohammed Shami,1.0,2.0,19.0,331.0,469.0,8.501510574018127,Mohammed,0.7179838566076603,0.5367087077577803,0.18127514884987994,0.1502080803912596
Mohammad Shami,Bowler,62500000,Gujarat Titans,2022.0,Indian,2022,M,shami,Mohammed Shami,0.0,0.0,20.0,378.0,488.0,7.746031746031746,Mohammed,1.3982336417284973,0.6248511811323016,0.7733824605961956,0.6408396051608054
Mohammed Siraj,Bowler,26000000,Sunrisers Hyderabad,2017.0,Indian,2017,M,siraj,Mohammed Siraj,0.0,0.0,10.0,141.0,212.0,9.02127659574468,Mohammed,-0.6454203866475497,0.3319829564997745,-0.9774033431473242,-0.8098952386669409
Mohammed Siraj,Bowler,26000000,Royal Challengers Bangalore,2018.0,Indian,2018,M,siraj,Mohammed Siraj,25.0,23.0,11.0,264.0,367.0,8.340909090909092,Mohammed,-0.07061901647276814,0.3319829564997745,-0.40260197297254263,-0.3336037504623417
Moises Henriques,All-Rounder,22500000,Royal Challengers Bangalore,2013.0,Overseas,2013,M,henriques,MC Henriques,165.0,127.0,7.0,132.0,185.0,8.409090909090908,MC,0.4240514075765491,0.2837048864560021,0.14034652112054696,0.11629383101247255
Moises Henriques,All-Rounder,10000000,Sunrisers Hyderabad,2014.0,Overseas,2014,M,henriques,MC Henriques,9.0,14.0,4.0,63.0,96.0,9.142857142857142,MC,-1.2562641970680932,0.012921838746182246,-1.2691860358142755,-1.0516719986639278
Moises Henriques,All-Rounder,42000000,Punjab Kings,2021.0,Overseas,2021,M,henriques,MC Henriques,31.0,32.0,4.0,61.0,45.0,4.426229508196721,MC,-0.393422197924881,0.49212036126785375,-0.8855425591927347,-0.7337776234913391
Mukesh Choudhary,Bowler,2000000,Chennai Super Kings,2022.0,Indian,2022,M,choudhary,Mukesh Choudhary,6.0,6.0,16.0,291.0,424.0,8.742268041237113,Mukesh,0.22529961343589988,-0.5244961712301279,0.7497957846660278,0.6212952311152752
Munaf Patel,Bowler,3000000,Gujarat Lions,2017.0,Indian,2017,M,patel,MM Patel,0.0,1.0,1.0,42.0,57.0,8.142857142857142,MM,-1.603823224692288,-0.3891046473752171,-1.214718577317071,-1.0065392133011033
Murali Kartik,Bowler,10000000,Kings XI Punjab,2014.0,Indian,2014,M,kartik,M Kartik,0.0,0.0,1.0,49.0,91.0,11.142857142857144,M,-1.7147063100457234,0.012921838746182246,-1.7276281487919056,-1.4315459648296338
Murali Vijay,Batsman,50000000,Delhi Daredevils,2014.0,Indian,2014,M,vijay,M Vijay,207.0,197.0,0.0,6.0,13.0,13.0,M,0.8870779273703386,0.5503398487224915,0.3367380786478471,0.279027658833819
Murali Vijay,Batsman,30000000,Kings XI Punjab,2015.0,Indian,2015,M,vijay,M Vijay,251.0,233.0,0.0,24.0,28.0,7.0,M,1.2181106600716345,0.3797667013843409,0.8383439586872936,0.6946679538865593
Murugan Ashwin,Bowler,16000000,Mumbai Indians,2022.0,Indian,2022,M,ashwin,M Ashwin,12.0,14.0,9.0,179.0,228.0,7.64245810055866,M,-0.20657246610142127,0.16986384511961994,-0.3764363112210412,-0.3119223790841015
R. Ashwin,All-Rounder,50000000,Rajasthan Royals,2022.0,Indian,2022,R,ashwin,R Ashwin,191.0,140.0,12.0,419.0,503.0,7.202863961813843,R,1.818280786293203,0.5503398487224915,1.2679409375707116,1.0506402862739463
Mustafizur Rahman,Bowler,14000000,Sunrisers Hyderabad,2016.0,Overseas,2016,M,rahman,Mustafizur Rahman,0.0,0.0,17.0,376.0,421.0,6.718085106382979,Mustafizur,1.5724379216363218,0.12527549862969334,1.4471624230066285,1.199146661598966
Mustafizur Rahman,Bowler,22000000,Mumbai Indians,2018.0,Overseas,2018,M,rahman,Mustafizur Rahman,1.0,3.0,7.0,167.0,230.0,8.263473053892216,Mustafizur,-0.7721225690325989,0.2762008271958152,-1.048323396228414,-0.8686609608420119
Mustafizur Rahman,Bowler,10000000,Rajasthan Royals,2021.0,Overseas,2021,M,rahman,Mustafizur Rahman,8.0,14.0,14.0,327.0,436.0,8.0,Mustafizur,0.38361817127090314,0.012921838746182246,0.3706963325247209,0.30716612216233846
Mustafizur Rahman,Bowler,20000000,Delhi Capitals,2022.0,Overseas,2022,M,rahman,Mustafizur Rahman,3.0,5.0,8.0,199.0,244.0,7.356783919597991,Mustafizur,-0.3508724447615813,0.24437517752943094,-0.5952476222910122,-0.49323364658129987
Muttiah Muralitharan,Bowler,10000000,Royal Challengers Bangalore,2014.0,Overseas,2014,M,muralitharan,M Muralitharan,0.0,0.0,3.0,99.0,124.0,7.515151515151516,M,-1.2490933542325968,0.012921838746182246,-1.262015192978779,-1.0457301001525143
N. Jagadeesan,Wicket Keeper,2000000,Chennai Super Kings,2022.0,Indian,2022,N,jagadeesan,N Jagadeesan,40.0,40.0,0.0,0.0,0.0,,N,-0.36934176265503466,-0.5244961712301279,0.15515440857509327,0.12856393181398507
Naman Ojha,Wicket Keeper,5000000,Sunrisers Hyderabad,2014.0,Indian,2014,N,ojha,NV Ojha,232.0,170.0,0.0,0.0,0.0,,NV,1.0751647073142567,-0.21853150003706734,1.293696207351324,1.0719815989593855
Pragyan Ojha,Bowler,32500000,Mumbai Indians,2014.0,Indian,2014,P,ojha,PP Ojha,4.0,8.0,4.0,282.0,380.0,8.085106382978724,PP,-1.1374993293365305,0.4064942889095846,-1.5439936182461151,-1.2793828553144073
Nathan Ellis,Bowler,7500000,Punjab Kings,2022.0,Overseas,2022,N,ellis,NT Ellis,0.0,2.0,3.0,40.0,55.0,8.25,NT,-1.3305756214998938,-0.0831399761821574,-1.2474356453177364,-1.0336492061025988
Shashank Singh,All-Rounder,1000000,Delhi Daredevils,2017.0,Indian,2017,S,singh,Swapnil Singh,12.0,19.0,1.0,43.0,61.0,8.511627906976743,Swapnil,-1.5271717170237826,-0.7559495100133775,-0.7712222070104051,-0.6390495774248537
Navdeep Saini,Bowler,26000000,Rajasthan Royals,2022.0,Indian,2022,N,saini,Navdeep Saini,2.0,2.0,3.0,39.0,72.0,11.076923076923077,Navdeep,-1.628986631930438,0.3319829564997745,-1.9609695884302125,-1.6248971767645297
Nicolas Pooran,Wicket Keeper,107500000,Sunrisers Hyderabad,2022.0,Overseas,2022,N,pooran,N Pooran,306.0,228.0,0.0,0.0,0.0,,N,1.6319015759482545,0.805942255777353,0.8259593201709015,0.6844058038362649
Nicolas Pooran,Wicket Keeper,42000000,Kings XI Punjab,2019.0,Overseas,2019,N,pooran,N Pooran,168.0,110.0,0.0,0.0,0.0,,N,0.5936625506578262,0.49212036126785375,0.1015421893899725,0.08413981422034082
Nitish Rana,All-Rounder,34000000,Kolkata Knight Riders,2018.0,Indian,2018,N,rana,N Rana,304.0,238.0,4.0,38.0,44.0,6.947368421052632,N,1.2877498907132798,0.4215607505297303,0.8661891401835495,0.7177410076792915
Nitish Rana,All-Rounder,80000000,Kolkata Knight Riders,2022.0,Indian,2022,N,rana,N Rana,361.0,259.0,0.0,12.0,23.0,11.5,N,2.045692491824874,0.7072818550959292,1.3384106367289448,1.1090328365129958
Obed Mccoy,Bowler,7500000,Rajasthan Royals,2022.0,Overseas,2022,O,mccoy,OC McCoy,8.0,5.0,11.0,173.0,237.0,8.219653179190752,OC,-0.14921885160283066,-0.0831399761821574,-0.06607887542067326,-0.05475422910601019
Odean Smith,All-Rounder,60000000,Punjab Kings,2022.0,Overseas,2022,O,smith,OF Smith,51.0,50.0,6.0,95.0,178.0,11.242105263157894,OF,-1.194614746901318,0.6112200401675913,-1.8058347870689093,-1.4963494918656017
Oshane Thomas,Bowler,11000000,Rajasthan Royals,2019.0,Overseas,2019,O,thomas,O Thomas,0.0,0.0,5.0,63.0,79.0,7.523809523809524,O,-0.9191641738591717,0.04474748841256648,-0.9639116622717382,-0.798715771991939
Rudra Pratap Singh,Bowler,30000000,Royal Challengers Bangalore,2013.0,Indian,2013,R,singh,RP Singh,0.0,0.0,13.0,251.0,335.0,8.00796812749004,RP,0.17175765545506672,0.3797667013843409,-0.20800904592927416,-0.1723603025085817
Pardeep Sahu,All-Rounder,1000000,Kings XI Punjab,2016.0,Indian,2016,P,sahu,P Sahu,19.0,13.0,3.0,107.0,146.0,8.186915887850468,P,-1.1806347077505939,-0.7559495100133775,-0.42468519773721636,-0.3519023359099109
Parveez Rasool,All-Rounder,9500000,Sunrisers Hyderabad,2014.0,Indian,2014,P,rasool,Parvez Rasool,0.0,0.0,1.0,56.0,83.0,8.892857142857142,Parvez,-1.6315439960306468,-0.004205842900882217,-1.6273381531297646,-1.3484437424542257
Parvinder Awana,Bowler,6500000,Kings XI Punjab,2014.0,Indian,2014,P,awana,P Awana,0.0,0.0,7.0,146.0,245.0,10.068493150684931,P,-1.2466538342974651,-0.13092372106672467,-1.1157301132307405,-0.9245154650618992
Pat Cummins,All-Rounder,155000000,Kolkata Knight Riders,2020.0,Overseas,2020,P,cummins,PJ Cummins,146.0,120.0,12.0,321.0,409.0,7.644859813084112,PJ,1.283685127585088,0.9281337769896307,0.3555513505954573,0.29461669838534343
Pat Cummins,All-Rounder,72500000,Kolkata Knight Riders,2022.0,Overseas,2022,P,cummins,PJ Cummins,63.0,24.0,7.0,127.0,212.0,10.015748031496063,PJ,-0.7590285518817997,0.6744110822475324,-1.433439634129332,-1.1877756943817204
Pat Cummins,Bowler,45000000,Delhi Daredevils,2017.0,Overseas,2017,P,cummins,PJ Cummins,77.0,54.0,15.0,289.0,373.0,7.743944636678201,PJ,1.1925428412527772,0.5151582252392526,0.6773846160135246,0.5612939418531291
Tushar Deshpande,Bowler,2000000,Delhi Capitals,2020.0,Indian,2020,T,deshpande,TU Deshpande,21.0,12.0,3.0,110.0,192.0,10.472727272727273,TU,-1.4190455842462293,-0.5244961712301279,-0.8945494130161014,-0.7412408760759114
Pawan Negi,Bowler,1000000,Chennai Super Kings,2014.0,Indian,2014,P,negi,P Negi,0.0,0.0,0.0,43.0,75.0,10.465116279069766,P,-0.6702806105653036,-0.7559495100133775,0.08566889944807388,0.07098690039407227
Pawan Negi,All-Rounder,85000000,Delhi Daredevils,2016.0,Indian,2016,P,negi,P Negi,57.0,63.0,1.0,54.0,84.0,9.333333333333334,P,-1.218986590766756,0.7275254217227909,-1.946512012489547,-1.6129173508317616
Pawan Negi,All-Rounder,10000000,Royal Challengers Bangalore,2017.0,Indian,2017,P,negi,P Negi,144.0,114.0,16.0,200.0,197.0,5.909999999999999,P,2.9384752731812713,0.012921838746182246,2.925553434435089,2.4241699331465836
Piyush Chawla,Bowler,42500000,Kolkata Knight Riders,2014.0,Indian,2014,P,chawla,PP Chawla,31.0,20.0,14.0,238.0,303.0,7.638655462184874,PP,0.7436373292192182,0.4960720829395404,0.2475652462796778,0.20513733212297636
Piyush Chawla,Bowler,42000000,Kolkata Knight Riders,2018.0,Indian,2018,P,chawla,PP Chawla,27.0,36.0,14.0,296.0,412.0,8.35135135135135,PP,0.34475582191724313,0.49212036126785375,-0.1473645393506106,-0.12210909611183583
Piyush Chawla,Bowler,67500000,Chennai Super Kings,2020.0,Indian,2020,P,chawla,PP Chawla,0.0,0.0,6.0,128.0,191.0,8.953125,PP,-1.07069339020278,0.6505497490941625,-1.7212431392969425,-1.4262552229623489
Pradeep Sangwan,All-Rounder,2000000,Gujarat Titans,2022.0,Indian,2022,P,sangwan,PJ Sangwan,2.0,6.0,3.0,56.0,65.0,6.9642857142857135,PJ,-1.1729647122213922,-0.5244961712301279,-0.6484685409912643,-0.5373335250552346
Prashant Solanki,Bowler,12000000,Chennai Super Kings,2022.0,Indian,2022,P,solanki,PH Solanki,0.0,0.0,2.0,36.0,38.0,6.333333333333333,PH,-1.3274955357956317,0.07380203019128206,-1.4012975659869138,-1.16114215753947
Yuvraj Singh,Batsman,160000000,Delhi Daredevils,2015.0,Indian,2015,Y,singh,Yuvraj Singh,248.0,215.0,1.0,55.0,72.0,7.854545454545455,Yuvraj,0.27265392886586604,0.9387351938791797,-0.6660812650133137,-0.5519277674684842
Praveen Kumar,Bowler,22000000,Sunrisers Hyderabad,2015.0,Indian,2015,P,kumar,P Kumar,17.0,25.0,7.0,230.0,329.0,8.582608695652173,P,-0.7343161006125407,0.2762008271958152,-1.010516927808356,-0.8373337928116465
Praveen Kumar,Bowler,35000000,Gujarat Lions,2016.0,Indian,2016,P,kumar,P Kumar,24.0,27.0,9.0,319.0,401.0,7.542319749216301,P,-0.0829798636511998,0.4312401698227539,-0.5142200334739537,-0.4260926255855216
Pravin Tambe,Bowler,1000000,Rajasthan Royals,2014.0,Indian,2014,P,tambe,PV Tambe,5.0,9.0,15.0,304.0,356.0,7.026315789473685,PV,1.0487174185976218,-0.7559495100133775,1.8046669286109993,1.4953817818499475
Pravin Tambe,Bowler,2000000,Gujarat Lions,2016.0,Indian,2016,P,tambe,PV Tambe,7.0,19.0,5.0,97.0,143.0,8.845360824742267,PV,-1.1107293516419894,-0.5244961712301279,-0.5862331804118615,-0.48576410638752987
Prithvi Shaw,Batsman,12000000,Delhi Daredevils,2018.0,Indian,2018,P,shaw,PP Shaw,245.0,165.0,0.0,0.0,0.0,,PP,1.1729698328850942,0.07380203019128206,1.099167802693812,0.9107916154974118
Priyam Garg,Batsman,19000000,Sunrisers Hyderabad,2020.0,Indian,2020,P,garg,PK Garg,133.0,116.0,0.0,0.0,0.0,,PK,0.3303410587363409,0.22724749588236737,0.10309356285397353,0.08542531215801186
Priyam Garg,Batsman,2000000,Sunrisers Hyderabad,2022.0,Indian,2022,P,garg,PK Garg,46.0,33.0,0.0,0.0,0.0,,PK,-0.32420093546849427,-0.5244961712301279,0.20029523576163366,0.16596849080612233
Rahul Ajay Tripathi,All-Rounder,1000000,Rising Pune Supergiant,2017.0,Indian,2017,R,tripathi,RA Tripathi,391.0,275.0,0.0,6.0,12.0,12.0,RA,2.271396627757576,-0.7559495100133775,3.0273461377709534,2.508517328048349
Rahul Chahar,Bowler,1000000,Rising Pune Supergiant,2017.0,Indian,2017,R,chahar,RD Chahar,3.0,2.0,2.0,46.0,58.0,7.565217391304348,RD,-1.3959885256327191,-0.7559495100133775,-0.6400390156193416,-0.5303486579470879
Rahul Sharma,Bowler,3000000,Chennai Super Kings,2015.0,Indian,2015,R,sharma,RG Sharma,482.0,339.0,0.0,0.0,0.0,,RG,2.956032506753438,-0.3891046473752171,3.345137154128655,2.7718450860755035
Rahul Tewatia,All-Rounder,1000000,Rajasthan Royals,2014.0,Indian,2014,R,tewatia,R Tewatia,16.0,13.0,2.0,55.0,59.0,6.4363636363636365,R,-1.2147362085547906,-0.7559495100133775,-0.4587866985414131,-0.38015949640189506
Rahul Tewatia,All-Rounder,2500000,Kings XI Punjab,2017.0,Indian,2017,R,tewatia,R Tewatia,19.0,11.0,3.0,55.0,49.0,5.345454545454546,R,-0.86556470719322,-0.4499848388203169,-0.41557986837290306,-0.3443574845950939
Rahul Tewatia,All-Rounder,30000000,Delhi Daredevils,2018.0,Indian,2018,R,tewatia,R Tewatia,50.0,47.0,6.0,134.0,173.0,7.746268656716419,R,-0.42687992047164736,0.3797667013843409,-0.8066466218559882,-0.6684029299759262
Rahul Tewatia,All-Rounder,90000000,Gujarat Titans,2022.0,Indian,2022,R,tewatia,R Tewatia,217.0,156.0,0.0,36.0,76.0,12.666666666666666,R,0.9623126393479059,0.7466115640225013,0.2157010753254046,0.17873406624418814
Rahul Tripathi,Batsman,34000000,Rajasthan Royals,2018.0,Indian,2018,R,tripathi,RA Tripathi,226.0,173.0,0.0,0.0,0.0,,RA,1.0300238801277164,0.4215607505297303,0.6084631295979861,0.5041842705171888
Rahul Tripathi,Batsman,6000000,Kolkata Knight Riders,2020.0,Indian,2020,R,tripathi,RA Tripathi,230.0,186.0,0.0,0.0,0.0,,RA,1.0601177649187432,-0.15765130859196752,1.2177690735107107,1.009066913211404
Rahul Tripathi,Batsman,85000000,Sunrisers Hyderabad,2022.0,Indian,2022,R,tripathi,RA Tripathi,413.0,271.0,0.0,0.0,0.0,,RA,2.436912994108224,0.7275254217227909,1.7093875723854333,1.4164314718358084
Rajagopal Sathish,All-Rounder,2000000,Kolkata Knight Riders,2016.0,Indian,2016,R,sathish,R Sathish,24.0,24.0,1.0,38.0,59.0,9.31578947368421,R,-1.4666127011970937,-0.5244961712301279,-0.9421165299669658,-0.7806559055064091
Rajat Bhatia,All-Rounder,17000000,Rajasthan Royals,2014.0,Indian,2014,R,bhatia,R Bhatia,67.0,55.0,12.0,232.0,283.0,7.31896551724138,R,0.8338755630508163,0.19010741174647983,0.6437681513043365,0.5334386916131236
Rajat Bhatia,All-Rounder,6000000,Rising Pune Supergiant,2016.0,Indian,2016,R,bhatia,R Bhatia,34.0,20.0,6.0,208.0,244.0,7.038461538461539,R,-0.3902877854213051,-0.15765130859196752,-0.23263647682933758,-0.19276706617109768
Rajat Patidar,Batsman,2000000,Royal Challengers Bangalore,2021.0,Indian,2021,R,patidar,RM Patidar,71.0,65.0,0.0,0.0,0.0,,RM,-0.13611415552457615,-0.5244961712301279,0.38838201570555175,0.3218208199400275
Ravi Bishnoi,Bowler,20000000,Kings XI Punjab,2020.0,Indian,2020,R,bishnoi,Ravi Bishnoi,7.0,12.0,12.0,318.0,376.0,7.09433962264151,Ravi,0.4820961401594491,0.24437517752943094,0.23772096263001818,0.19698016905222923
Ravi Bopara,All-Rounder,10000000,Sunrisers Hyderabad,2015.0,Indian,2015,R,bopara,RS Bopara,145.0,121.0,6.0,123.0,160.0,7.804878048780488,RS,0.2748522628697354,0.012921838746182246,0.26193042412355316,0.2170405952128028
Ravi Rampaul,Bowler,21750000,Royal Challengers Bangalore,2013.0,Overseas,2013,R,rampaul,R Rampaul,38.0,39.0,15.0,241.0,272.0,6.771784232365146,R,1.4381081899836383,0.2723845961261331,1.1657235938575052,0.9659410261753141
Ravi Rampaul,Bowler,9000000,Royal Challengers Bangalore,2014.0,Overseas,2014,R,rampaul,R Rampaul,13.0,13.0,1.0,37.0,37.0,6.0,R,-1.4268158952975682,-0.022259784737057586,-1.4045561105605107,-1.1638422503452117
Ricky Ponting,Batsman,30000000,Mumbai Indians,2013.0,Overseas,2013,R,ponting,RT Ponting,52.0,76.0,0.0,0.0,0.0,,RT,-0.27906010828195393,0.3797667013843409,-0.6588268096662948,-0.5459165860193259
Riley Meredith,Bowler,80000000,Punjab Kings,2021.0,Overseas,2021,R,meredith,RP Meredith,0.0,0.0,4.0,108.0,169.0,9.38888888888889,RP,-1.3603497833077607,0.7072818550959292,-2.06763163840369,-1.7132794060925032
Riley Meredith,Bowler,10000000,Mumbai Indians,2022.0,Overseas,2022,R,meredith,RP Meredith,0.0,1.0,8.0,181.0,236.0,7.823204419889502,RP,-0.5113579094066266,0.012921838746182246,-0.5242797481528089,-0.43442829895708757
Rishabh Pant,Wicket Keeper,19000000,Delhi Daredevils,2016.0,Indian,2016,R,pant,RR Pant,198.0,155.0,0.0,0.0,0.0,,RR,0.819366686590528,0.22724749588236737,0.5921191907081607,0.4906413679061653
Rishi Dhawan,All-Rounder,30000000,Kings XI Punjab,2014.0,Indian,2014,R,dhawan,R Dhawan,82.0,75.0,13.0,294.0,365.0,7.448979591836735,R,1.0572725788830128,0.3797667013843409,0.677505877498672,0.5613944214556833
Rishi Dhawan,All-Rounder,5500000,Punjab Kings,2022.0,Indian,2022,R,dhawan,R Dhawan,37.0,41.0,6.0,119.0,156.0,7.865546218487395,R,-0.5511367741676865,-0.186705850370684,-0.3644309237970025,-0.30197448379476094
Shikhar Dhawan,Batsman,82500000,Punjab Kings,2022.0,Indian,2022,S,dhawan,S Dhawan,460.0,395.0,0.0,0.0,0.0,,S,2.79051614040279,0.7175570222437857,2.0729591181590044,1.7176938584454393
Riyan Parag,All-Rounder,2000000,Rajasthan Royals,2019.0,Indian,2019,R,parag,R Parag,160.0,133.0,2.0,84.0,121.0,8.642857142857142,R,-0.29446489461936876,-0.5244961712301279,0.23003127661075917,0.1906083470838416
Riyan Parag,All-Rounder,38000000,Rajasthan Royals,2022.0,Indian,2022,R,parag,R Parag,183.0,136.0,1.0,26.0,59.0,13.615384615384617,R,-0.3695919623857954,0.45870083466561606,-0.8282927970514115,-0.6863393677311644
Robin Uthappa,Batsman,50000000,Kolkata Knight Riders,2014.0,Indian,2014,R,uthappa,RV Uthappa,660.0,485.0,0.0,0.0,0.0,,RV,4.295210379954136,0.5503398487224915,3.744870531231644,3.103071862740181
Robin Uthappa,Batsman,64000000,Kolkata Knight Riders,2018.0,Indian,2018,R,uthappa,RV Uthappa,351.0,274.0,0.0,0.0,0.0,,RV,1.9704577798473069,0.6327705226861191,1.3376872571611877,1.1084334302680887
Robin Uthappa,Batsman,30000000,Rajasthan Royals,2020.0,Indian,2020,R,uthappa,RV Uthappa,196.0,170.0,0.0,0.0,0.0,,RV,0.8043197441950146,0.3797667013843409,0.42455304281067374,0.35179282979196796
Robin Uthappa,Batsman,20000000,Chennai Super Kings,2022.0,Indian,2022,R,uthappa,RV Uthappa,230.0,181.0,0.0,0.0,0.0,,RV,1.0601177649187432,0.24437517752943094,0.8157425873893123,0.6759400222400029
Romario Shepherd,All-Rounder,77500000,Sunrisers Hyderabad,2022.0,Overseas,2022,R,shepherd,R Shepherd,58.0,43.0,3.0,57.0,98.0,10.31578947368421,R,-1.1232754025627585,0.6966804382063803,-1.8199558407691387,-1.5080504689872363
Rovman Powell,Batsman,28000000,Delhi Capitals,2022.0,Overseas,2022,R,powell,R Powell,250.0,174.0,0.0,7.0,17.0,14.571428571428571,R,1.2105871888738777,0.3567288374129438,0.8538583514609339,0.7075234786054738
Ryan McLaren,Bowler,3750000,Kolkata Knight Riders,2013.0,Overseas,2013,R,mclaren,R McLaren,3.0,6.0,3.0,46.0,94.0,12.26086956521739,R,-1.7238167779820062,-0.314593314965407,-1.4092234630165992,-1.1677097085014265
Sachin Baby,Batsman,1000000,Royal Challengers Bangalore,2016.0,Indian,2016,S,baby,Sachin Baby,119.0,82.0,2.0,10.0,8.0,4.8,Sachin,-0.31885530934573647,-0.7559495100133775,0.43709420066764104,0.3621846747830254
Sachin Rana,Bowler,2000000,Royal Challengers Bangalore,2014.0,Indian,2014,S,rana,S Rana,73.0,66.0,0.0,12.0,16.0,8.0,S,-0.12106721312906268,-0.5244961712301279,0.40342895810106527,0.33428900627073993
Sam Billings,Wicket Keeper,3000000,Delhi Daredevils,2016.0,Overseas,2016,S,billings,SW Billings,88.0,66.0,0.0,0.0,0.0,,SW,-0.008215145162711792,-0.3891046473752171,0.38088950221250534,0.3156123789251583
Sam Billings,Wicket Keeper,10000000,Chennai Super Kings,2018.0,Overseas,2018,S,billings,SW Billings,108.0,78.0,0.0,0.0,0.0,,SW,0.14225427879242272,0.012921838746182246,0.12933244004624048,0.10716735126088044
Sam Billings,Wicket Keeper,20000000,Kolkata Knight Riders,2022.0,Overseas,2022,S,billings,SW Billings,169.0,143.0,0.0,0.0,0.0,,SW,0.601186021855583,0.24437517752943094,0.35681084432615207,0.2956603391532744
Sam Curran,All-Rounder,72000000,Kings XI Punjab,2019.0,Overseas,2019,S,curran,SM Curran,95.0,55.0,10.0,207.0,323.0,9.36231884057971,SM,-0.05674334400456033,0.6721002316126912,-0.7288435756172515,-0.603933827077596
Sam Curran,All-Rounder,55000000,Chennai Super Kings,2020.0,Overseas,2020,S,curran,SM Curran,186.0,145.0,13.0,265.0,344.0,7.788679245283019,SM,1.6764901522233733,0.5821654983888758,1.0943246538344975,0.9067784890549715
Tom Curran,All-Rounder,10000000,Rajasthan Royals,2020.0,Overseas,2020,T,curran,TK Curran,83.0,63.0,3.0,116.0,208.0,10.758620689655173,TK,-0.9842911141365139,0.012921838746182246,-0.9972129528826962,-0.8263098629026897
Samuel Badree,Bowler,3000000,Chennai Super Kings,2014.0,Overseas,2014,S,badree,S Badree,0.0,0.0,2.0,87.0,97.0,6.689655172413793,S,-1.3538355790596661,-0.3891046473752171,-0.964730931684449,-0.7993946344095805
Sandeep Lamichhane,Bowler,2000000,Delhi Daredevils,2018.0,Overseas,2018,S,lamichhane,S Lamichhane,0.0,0.0,5.0,73.0,82.0,6.739726027397261,S,-0.7742615117643367,-0.5244961712301279,-0.24976534053420874,-0.20696037260452893
Sanju Samson,Wicket Keeper,42000000,Delhi Daredevils,2016.0,Indian,2016,S,samson,SV Samson,291.0,265.0,0.0,0.0,0.0,,SV,1.5190495079819035,0.49212036126785375,1.0269291467140498,0.8509332735591543
Sanju Samson,Wicket Keeper,80000000,Rajasthan Royals,2018.0,Indian,2018,S,samson,SV Samson,441.0,325.0,0.0,0.0,0.0,,SV,2.6475701876454125,0.7072818550959292,1.9402883325494833,1.6077602897414927
Sarfaraz Naushad Khan,Batsman,5000000,Royal Challengers Bangalore,2015.0,Indian,2015,S,khan,SN Khan,111.0,72.0,0.0,0.0,0.0,,SN,0.16482469238569292,-0.21853150003706734,0.38335619242276026,0.3176563259512845
Zaheer Khan,Bowler,40000000,Delhi Daredevils,2015.0,Indian,2015,Z,khan,Z Khan,0.0,0.0,7.0,155.0,156.0,6.038709677419355,Z,-0.20403924304620208,0.4758285163126805,-0.6798677593588827,-0.5633515222639515
Sarfaraz Naushad Khan,All-Rounder,2500000,Kings XI Punjab,2019.0,Indian,2019,S,khan,SN Khan,180.0,145.0,0.0,2.0,6.0,18.0,SN,0.683944205030907,-0.4499848388203169,1.133929043851224,0.9395954495551982
Saurabh Tiwary,Batsman,5000000,Mumbai Indians,2020.0,Indian,2020,S,tiwary,SS Tiwary,103.0,81.0,0.0,0.0,0.0,,SS,0.10463692280363909,-0.21853150003706734,0.32316842284070646,0.2677835806284349
Scott Boland,Bowler,5000000,Rising Pune Supergiant,2016.0,Overseas,2016,S,boland,SM Boland,0.0,0.0,2.0,43.0,54.0,7.534883720930233,SM,-1.4163166119185386,-0.21853150003706734,-1.1977851118814713,-0.9925078176377101
Shadab Jakati,All-Rounder,2000000,Gujarat Lions,2016.0,Indian,2016,S,jakati,SB Jakati,1.0,2.0,2.0,123.0,178.0,8.682926829268293,SB,-1.4936588487016302,-0.5244961712301279,-0.9691626774715023,-0.8030668643411449
Shahbaz Nadeem,Bowler,8500000,Delhi Daredevils,2014.0,Indian,2014,S,nadeem,S Nadeem,7.0,20.0,8.0,235.0,311.0,7.940425531914894,S,-0.4933545138754925,-0.04134592703676887,-0.45200858683872364,-0.37454302247263266
Shahbaz Nadeem,Bowler,32000000,Delhi Daredevils,2018.0,Indian,2018,S,nadeem,S Nadeem,6.0,8.0,3.0,92.0,161.0,10.5,S,-1.534921736358583,0.4013171839028704,-1.9362389202614534,-1.604404868712427
Shane Watson,All-Rounder,95000000,Royal Challengers Bangalore,2016.0,Overseas,2016,S,watson,SR Watson,179.0,135.0,20.0,360.0,485.0,8.083333333333334,SR,2.495594714829543,0.7646655058586767,1.7309292089708666,1.4342812868849946
Shane Watson,All-Rounder,40000000,Chennai Super Kings,2018.0,Overseas,2018,S,watson,SR Watson,555.0,368.0,6.0,176.0,251.0,8.556818181818182,SR,3.1927205700454087,0.4758285163126805,2.716892053732728,2.2512690934785535
